author,year,doi,mention_id,song_id,n_mentions,type,artist,title,passage,chills,notes
Salimpoor et al.,2009,10.1371/journal.pone.0007487,m00165,s00196,1,report,Dmitri Shostakovich,Symphony No. 4 in C minor - Op. 43,Mvt. 3,20:30; 22:30,NA
Salimpoor et al.,2009,10.1371/journal.pone.0007487,m00166,s00197,1,report,Dmitri Shostakovich,Symphony No. 5 in D minor - Op. 47,Mvt. 3,01:08,NA
Salimpoor et al.,2009,10.1371/journal.pone.0007487,m00167,s00640,1,report,Richard Strauss,Frühlingsstimmen - Op. 410,NA,05:20,NA
Salimpoor et al.,2009,10.1371/journal.pone.0007487,m00168,s00338,1,report,Igor Stravinsky,The Firebird Suite,NA,03:01; 07:13,NA
Salimpoor et al.,2009,10.1371/journal.pone.0007487,m00169,s00339,2,report,Igor Stravinsky,The Rite of Spring,L'Adoration de la Terre; Les Augures Printaniers,L'Adoration de la Terre: 08:45; Les Augures Printaniers: 01:45,NA
Salimpoor et al.,2009,10.1371/journal.pone.0007487,m00170,s00607,2,report,Pyotr Ilyich Tchaikovsky,The Nutcracker,Waltz of the Snowflakes; Dance of the Sugar-Plum Fairy,Waltz of the Snowflakes: 01:53; 03:45; 05:30; Dance of the Sugar-Plum Fairy: 00:09; 01:15; 02:00,NA
Salimpoor et al.,2009,10.1371/journal.pone.0007487,m00171,s00605,1,report,Pyotr Ilyich Tchaikovsky,Symphony No. 4 in F minor - Op. 36,Mvt. 1,04:00; 08:00. 12:32; 17:13,NA
Salimpoor et al.,2009,10.1371/journal.pone.0007487,m00172,s00606,1,report,Pyotr Ilyich Tchaikovsky,Symphony No. 5 in E minor - Op. 64,Mvt. 1; Mvt. 4,Mvt. 1: 00:00; 02:50; 08:39; Mvt. 4: 07:16,NA
Salimpoor et al.,2009,10.1371/journal.pone.0007487,m00173,s00608,2,report,Pyotr Ilyich Tchaikovsky,Violin Concerto in D major - Op. 35,Mvt. 1,00:52; 01:10; 01:22,NA
Salimpoor et al.,2009,10.1371/journal.pone.0007487,m00174,s00051,3,report,Antonio Vivaldi,The Four Seasons,Spring; Summer; Winter,Spring: 00:15; 00:16; Summer: 00:49; 01:05; 01:21; Winter: 00:40; 01:15; 01:37; 02:10; 03:00,NA
Salimpoor et al.,2009,10.1371/journal.pone.0007487,m00175,s00644,4,report,Richard Wagner,Lohengrin - WWV 75,Prelude to Act 1,06:22,NA
Salimpoor et al.,2009,10.1371/journal.pone.0007487,m00176,s00645,2,report,Richard Wagner,Tannhäuser - WWV 70,Overture,01:00,NA
Salimpoor et al.,2009,10.1371/journal.pone.0007487,m00177,s00805,1,report,William Walton,Violin Concerto,Mvt. 1,00:30; 00:59; 01:16,NA
Salimpoor et al.,2009,10.1371/journal.pone.0007487,m00178,s00185,1,report,Digitalism,Echoes,NA,00:31,NA
Salimpoor et al.,2009,10.1371/journal.pone.0007487,m00179,s00446,1,report,Lamb,Angelica,NA,00:05; 00:27,NA
Salimpoor et al.,2009,10.1371/journal.pone.0007487,m00180,s00745,1,report,The Jimmy Swift Band,The 80's Runway Model,NA,03:07,NA
Salimpoor et al.,2009,10.1371/journal.pone.0007487,m00181,s00819,1,report,Yann Tiersen,Le Moulin,NA,02:10,NA
Salimpoor et al.,2009,10.1371/journal.pone.0007487,m00182,s00817,1,report,Yann Tiersen,C'était Ici,NA,01:13,NA
Salimpoor et al.,2009,10.1371/journal.pone.0007487,m00183,s00481b,5,report,Ludwig van Beethoven,Symphony No. 9 in D minor - Op. 125,Mvt. 2,02:15,Arrangement by Wendy Carlos
Salimpoor et al.,2009,10.1371/journal.pone.0007487,m00184,s00022,1,report,Alexandre Desplat,By the Canal with Pieter,NA,00:04,NA
Salimpoor et al.,2009,10.1371/journal.pone.0007487,m00185,s00023,1,report,Alexandre Desplat,Griet’s Theme,NA,00:06,NA
Salimpoor et al.,2009,10.1371/journal.pone.0007487,m00186,s00303,1,report,Hans Zimmer,Am I Not Merciful?,NA,04:48,NA
Salimpoor et al.,2009,10.1371/journal.pone.0007487,m00187,s00415,1,report,Jon Brion,Later Monday,NA,01:00,NA
Salimpoor et al.,2009,10.1371/journal.pone.0007487,m00188,s00214,1,report,Ennio Morricone,L'Arena,NA,01:15; 02:00; 03:05,NA
Salimpoor et al.,2009,10.1371/journal.pone.0007487,m00189,s00325,1,report,Howard Shore,A Journey in the Dark,NA,02:50,NA
Salimpoor et al.,2009,10.1371/journal.pone.0007487,m00190,s00326,1,report,Howard Shore,Amon Hen,NA,01:05,NA
Salimpoor et al.,2009,10.1371/journal.pone.0007487,m00191,s00327,2,report,Howard Shore,Concerning Hobbits,NA,00:30; 01:20,NA
Salimpoor et al.,2009,10.1371/journal.pone.0007487,m00192,s00330,1,report,Howard Shore,The Riders of Rohan,NA,02:20,NA
Salimpoor et al.,2009,10.1371/journal.pone.0007487,m00193,s00328,1,report,Howard Shore,Samwise the Brave,NA,00:40,NA
Salimpoor et al.,2009,10.1371/journal.pone.0007487,m00194,s00329,1,report,Howard Shore,The Breaking of the Fellowship,NA,01:10; 00:55,NA
Salimpoor et al.,2009,10.1371/journal.pone.0007487,m00195,s00331,1,report,Howard Shore,The Uruk-Hai,NA,01:30,NA
Salimpoor et al.,2009,10.1371/journal.pone.0007487,m00196,s00444,1,report,La Caution,Thé à la Menthe,NA,01:20,NA
Salimpoor et al.,2009,10.1371/journal.pone.0007487,m00197,s00215,1,report,Ennio Morricone,Man with a Harmonica,NA,01:06,NA
Salimpoor et al.,2009,10.1371/journal.pone.0007487,m00198,s00747,1,report,The Lively Ones,Surf Rider,NA,01:34,NA
Salimpoor et al.,2009,10.1371/journal.pone.0007487,m00199,s00148,1,report,Clint Mansell,Lux Aeterna,NA,03:28,NA
Salimpoor et al.,2009,10.1371/journal.pone.0007487,m00200,s00410,1,report,John Williams,Across the Stars,NA,01:10; 01:40; 03:34; 03:42; 03:55,NA
Salimpoor et al.,2009,10.1371/journal.pone.0007487,m00201,s00147,1,report,Clint Mansell,Death Is the Road to Awe,NA,05:20,NA
Salimpoor et al.,2009,10.1371/journal.pone.0007487,m00202,s00402,1,report,John Debney,Resurrection,NA,00:45,NA
Salimpoor et al.,2009,10.1371/journal.pone.0007487,m00203,s00306,1,report,Hans Zimmer,Hummel Gets the Rockets,NA,04:27,NA
Salimpoor et al.,2009,10.1371/journal.pone.0007487,m00204,s00358,4,report,James Horner,My Heart Will Go On,NA,02:27,NA
Salimpoor et al.,2009,10.1371/journal.pone.0007487,m00205,s00160,1,report,Crowfoot,Larks in May,NA,00:10; 02:00,NA
Salimpoor et al.,2009,10.1371/journal.pone.0007487,m00206,s00580,1,report,Percy Grainger,Lincolnshire Posy,Mvt. 3 (Rutherford Park Poachers),01:40; 03:40,NA
Salimpoor et al.,2009,10.1371/journal.pone.0007487,m00207,s00685,1,report,Sheefra,Da Slockit Light,NA,01:00; 02:10,NA
Salimpoor et al.,2009,10.1371/journal.pone.0007487,m00208,s00729,1,report,The Assembly,Cheris/Fading Light,NA,04:01; 06:14,NA
Salimpoor et al.,2009,10.1371/journal.pone.0007487,m00209,s00464,1,report,Los Angeles Guitar Quartet,Congan,NA,02:29,NA
Salimpoor et al.,2009,10.1371/journal.pone.0007487,m00210,s00465,1,report,Los Angeles Guitar Quartet,Mysterious Habitats,NA,01:21; 02:20,NA
Salimpoor et al.,2009,10.1371/journal.pone.0007487,m00211,s00574,1,report,Pat Metheny and Brad Mehldau,Make Peace,NA,04:34,NA
Salimpoor et al.,2009,10.1371/journal.pone.0007487,m00212,s00013,1,report,Agustín Barrios,Julia Florida (Barcarola),NA,00:56; 01:45; 02:07,NA
Salimpoor et al.,2009,10.1371/journal.pone.0007487,m00213,s00656,1,report,Rodrigo y Gabriela,Diablo Rojo,NA,02:23,NA
Salimpoor et al.,2009,10.1371/journal.pone.0007487,m00214,s00657,1,report,Rodrigo y Gabriela,Tamacun,NA,01:58,NA
Salimpoor et al.,2009,10.1371/journal.pone.0007487,m00215,s00452,1,report,Leo Brouwer,Danza del Altiplano,NA,02:11; 02:23; 02:51,NA
Salimpoor et al.,2009,10.1371/journal.pone.0007487,m00216,s00453,1,report,Leo Brouwer,Sonata III (La Toccata de Pasquini),NA,01:04; 01:35; 02:54,NA
Salimpoor et al.,2009,10.1371/journal.pone.0007487,m00217,s00134,1,report,Children of Bodom,Vivaldi's Four Seasons,NA,01:13,NA
Salimpoor et al.,2009,10.1371/journal.pone.0007487,m00218,s00706,1,report,Steve Vai,Beethoven 5th,NA,02:00,NA
Salimpoor et al.,2009,10.1371/journal.pone.0007487,m00219,s00558,1,report,Nik Bärtsch's Ronin,Modul 33,NA,06:25,NA
Salimpoor et al.,2009,10.1371/journal.pone.0007487,m00220,s00559,1,report,Nik Bärtsch's Ronin,Modul 36,NA,03:30,NA
Salimpoor et al.,2009,10.1371/journal.pone.0007487,m00221,s00155,1,report,Cordâme,Valse Hébraïque,NA,00:35,NA
Salimpoor et al.,2009,10.1371/journal.pone.0007487,m00222,s00101,1,report,Brad Mehldau,Knives Out,NA,04:45; 07:25,NA
Salimpoor et al.,2009,10.1371/journal.pone.0007487,m00223,s00102,1,report,Brad Mehldau,Paranoid Android,NA,02:32; 06:13,NA
Salimpoor et al.,2009,10.1371/journal.pone.0007487,m00224,s00228,1,report,Explosions in the Sky,First Breath After Coma,NA,02:25; 03:30; 03:34; 08:10; 08:27,NA
Salimpoor et al.,2009,10.1371/journal.pone.0007487,m00225,s00381,1,report,Joe Satriani,Always With Me - Always With You,NA,02:13,NA
Salimpoor et al.,2009,10.1371/journal.pone.0007487,m00226,s00777,1,report,Torngat,Bell Duet,NA,00:48,NA
Salimpoor et al.,2009,10.1371/journal.pone.0007487,m00227,s00778,1,report,Torngat,Mouton Noir,NA,01:12,NA
Salimpoor et al.,2009,10.1371/journal.pone.0007487,m00228,s00321,1,report,Hossein Alizadeh,Jamedaran,NA,03:10,NA
Salimpoor et al.,2009,10.1371/journal.pone.0007487,m00229,s00322,1,report,Hossein Alizadeh,Nahoft and Foroud,NA,02:53,NA
Salimpoor et al.,2009,10.1371/journal.pone.0007487,m00230,s00440,1,report,Komitas,Vagharshapat Dance,NA,00:54,NA
Salimpoor et al.,2009,10.1371/journal.pone.0007487,m00231,s00094,1,report,Bob Mintzer Big Band,Chant,NA,01:35,NA
Salimpoor et al.,2009,10.1371/journal.pone.0007487,m00232,s00122,1,report,Cannonball Adderley,One for Daddy-O,NA,00:40,NA
Salimpoor et al.,2009,10.1371/journal.pone.0007487,m00233,s00123,1,report,Cannonball Adderley,Work Song,NA,00:52,NA
Salimpoor et al.,2009,10.1371/journal.pone.0007487,m00234,s00131,1,report,Charles Mingus,Fables of Faubus,NA,00:20; 07:10,NA
Salimpoor et al.,2009,10.1371/journal.pone.0007487,m00235,s00133,1,report,Chick Corea Akoustic Band,Morning Sprite,NA,01:30,NA
Salimpoor et al.,2009,10.1371/journal.pone.0007487,m00236,s00136,1,report,Chris Potter,Morning Bell,NA,08:40,NA
Salimpoor et al.,2009,10.1371/journal.pone.0007487,m00237,s00164,1,report,Darcy James Argue's Secret Society,Ferromagnetic,NA,06:25,NA
Salimpoor et al.,2009,10.1371/journal.pone.0007487,m00238,s00165,1,report,Darcy James Argue's Secret Society,Flux in a Box,NA,03:15,NA
Salimpoor et al.,2009,10.1371/journal.pone.0007487,m00239,s00167,1,report,Dave Douglas and Nomad,North Point Memorial,NA,01:58,NA
Salimpoor et al.,2009,10.1371/journal.pone.0007487,m00240,s00168,1,report,Dave Holland,Claressence,NA,04:26,NA
Salimpoor et al.,2009,10.1371/journal.pone.0007487,m00241,s00171,1,report,David Binney,Out Beyond Ideas,NA,03:10,NA
Salimpoor et al.,2009,10.1371/journal.pone.0007487,m00242,s00352,1,report,Jaga Jazzist,Day,NA,01:15,NA
Salimpoor et al.,2009,10.1371/journal.pone.0007487,m00243,s00379,1,report,Joe Lovano,Charlie Chan,NA,00:03,NA
Salimpoor et al.,2009,10.1371/journal.pone.0007487,m00244,s00435,1,report,Kenny Garrett,Equinox,NA,02:35,NA
Salimpoor et al.,2009,10.1371/journal.pone.0007487,m00245,s00566,1,report,Oliver Jones,Someone to Watch Over Me,NA,00:11,NA
Salimpoor et al.,2009,10.1371/journal.pone.0007487,m00246,s00705,1,report,Stan Getz,Round Midnight,NA,01:26,NA
Salimpoor et al.,2009,10.1371/journal.pone.0007487,m00247,s00728,1,report,Thad Jones,Walkin' About,NA,01:16,NA
Salimpoor et al.,2009,10.1371/journal.pone.0007487,m00248,s00589,2,report,Phish,You Enjoy Myself,NA,10:50,NA
Salimpoor et al.,2009,10.1371/journal.pone.0007487,m00249,s00380,1,report,Joe Pass,Misty,NA,02:00,NA
Salimpoor et al.,2009,10.1371/journal.pone.0007487,m00250,s00588,1,report,Philip Glass,Kyoko's House (Stage Blood Is Not Enough),NA,03:30,NA
Salimpoor et al.,2009,10.1371/journal.pone.0007487,m00251,s00090,1,report,Blonde Redhead,For the Damaged,NA,00:35; 01:00,NA
Salimpoor et al.,2009,10.1371/journal.pone.0007487,m00252,s00198,1,report,Do Make Say Think,Horns of a Rabbit,NA,02:29,NA
Salimpoor et al.,2009,10.1371/journal.pone.0007487,m00253,s00199,1,report,Do Make Say Think,The Landlord Is Dead,NA,03:25,NA
Salimpoor et al.,2009,10.1371/journal.pone.0007487,m00254,s00291,1,report,Godspeed You! Black Emperor,Static,NA,11:20,NA
Salimpoor et al.,2009,10.1371/journal.pone.0007487,m00255,s00292,1,report,Godspeed You! Black Emperor,Storm,NA,03:37,NA
Salimpoor et al.,2009,10.1371/journal.pone.0007487,m00256,s00782,1,report,Trans-Siberian Orchestra,Nutcracker Suite,NA,00:05,NA
Salimpoor et al.,2009,10.1371/journal.pone.0007487,m00257,s00346,1,report,Infected Mushroom,Suliman,NA,04:23,NA
Salimpoor et al.,2009,10.1371/journal.pone.0007487,m00258,s00344,1,report,Infected Mushroom,Heavyweight,NA,04:37,NA
Salimpoor et al.,2009,10.1371/journal.pone.0007487,m00259,s00590,1,report,Pink Floyd,Shine on You Crazy Diamond,NA,05:00,NA
Salimpoor et al.,2009,10.1371/journal.pone.0007487,m00260,s00345,1,report,Infected Mushroom,Special Place,NA,04:01,NA
Salimpoor et al.,2009,10.1371/journal.pone.0007487,m00261,s00347,1,report,Infected Mushroom,Vicious Delicious,NA,05:50,NA
Salimpoor et al.,2009,10.1371/journal.pone.0007487,m00262,s00450,1,report,Led Zeppelin,Moby Dick,NA,00:32,NA
Salimpoor et al.,2009,10.1371/journal.pone.0007487,m00263,s00451,1,report,Led Zeppelin,White Summer/Black Mountain Side,NA,01:13,NA
Salimpoor et al.,2009,10.1371/journal.pone.0007487,m00264,s00714,1,report,Strangely Dim,Running Song,NA,03:50,NA
Salimpoor et al.,2009,10.1371/journal.pone.0007487,m00265,s00059,1,report,Astor Piazzolla,Libertango,NA,02:51,NA
Salimpoor et al.,2009,10.1371/journal.pone.0007487,m00266,s00283,1,report,Gerardo Matos Rodríguez,La Cumparsita,NA,02:36,NA
Salimpoor et al.,2009,10.1371/journal.pone.0007487,m00267,s00056,1,report,Armin van Buuren,Control Freak (Sander van Doorn Remix),NA,02:04,NA
Salimpoor et al.,2009,10.1371/journal.pone.0007487,m00268,s00204,1,report,Eddie Thoneick,Deeper Love (Big Room Mix),NA,01:59,NA
Salimpoor et al.,2009,10.1371/journal.pone.0007487,m00269,s00368,1,report,Jeckyll and Hyde,Freefall,NA,00:39,NA
Salimpoor et al.,2009,10.1371/journal.pone.0007487,m00270,s00492,1,report,Marcel Woods,Advanced,NA,00:08,NA
Salimpoor et al.,2009,10.1371/journal.pone.0007487,m00271,s00493,1,report,Marcel Woods,Happy Hardcore (Sandstorm by Darude),NA,00:59,NA
Salimpoor et al.,2009,10.1371/journal.pone.0007487,m00272,s00190,1,report,DJ Misjah and DJ Tim,Access,NA,01:16,NA
Salimpoor et al.,2009,10.1371/journal.pone.0007487,m00273,s00668,1,report,Sander van Doorn,Riff,NA,00:27,NA
Salimpoor et al.,2009,10.1371/journal.pone.0007487,m00274,s00667b,8,report,Samuel Barber,Adagio for Strings,NA,03:30; 03:50,Interpreted by Tiësto
Salimpoor et al.,2009,10.1371/journal.pone.0007487,m00275,s00764,1,report,Tiësto,Forbidden Paradise,NA,03:07,NA
Salimpoor et al.,2009,10.1371/journal.pone.0007487,m00276,s00765,1,report,Tiësto,Live at Godskitchen Global Gathering,NA,01:04,NA
Salimpoor et al.,2009,10.1371/journal.pone.0007487,m00277,s00766,1,report,Tiësto,Nyana,NA,01:00; 01:30; 03:20,NA
Salimpoor et al.,2009,10.1371/journal.pone.0007487,m00278,s00767,1,report,Tiësto,Olympic Flame,NA,00:30; 01:20; 02:05,NA
Salimpoor et al.,2009,10.1371/journal.pone.0007487,m00279,s00822,1,report,Yoji Biomehanika,Hardstyle Disco,NA,02:50,NA
Salimpoor et al.,2009,10.1371/journal.pone.0007487,m00280,s00823,1,report,Yoji Biomehanika,Supersound,NA,01:31,NA
Sutherland et al.,2009,10.1111/j.1749-6632.2009.04764.x,m00281,s00072,3,empirical,Bedřich Smetana,Vltava (The Moldau),NA,NA,NA
Sutherland et al.,2009,10.1111/j.1749-6632.2009.04764.x,m00282,s00470,4,empirical,Ludwig van Beethoven,Piano Concerto No. 5 in Eb major - Op. 73,Mvt. 3,NA,NA
Sutherland et al.,2009,10.1111/j.1749-6632.2009.04764.x,m00283,s00363,3,empirical,Jean Sibelius,Finlandia - Op. 26,NA,NA,NA
Sutherland et al.,2009,10.1111/j.1749-6632.2009.04764.x,m00284,s00017,3,empirical,Alan Silvestri,Forrest Gump Suite,NA,NA,NA
Sutherland et al.,2009,10.1111/j.1749-6632.2009.04764.x,m00285,s00812,12,empirical,Wolfgang Amadeus Mozart,Requiem in D minor - K. 626,Lacrimosa,NA,NA
Sutherland et al.,2009,10.1111/j.1749-6632.2009.04764.x,m00286,s00236,3,empirical,Felix Mendelssohn,The Hebrides Overture - Op. 26,NA,NA,NA
Sutherland et al.,2009,10.1111/j.1749-6632.2009.04764.x,m00287,s00208,4,empirical,Edward Elgar,Variations on an Original Theme - Op. 36 (Enigma Variations),Var. 9 (Nimrod),NA,NA
Sutherland et al.,2009,10.1111/j.1749-6632.2009.04764.x,m00288,s00310,3,empirical,Hans Zimmer and Klaus Badelt,The Medallion Calls,NA,NA,NA
Sutherland et al.,2009,10.1111/j.1749-6632.2009.04764.x,m00289,s00644,4,empirical,Richard Wagner,Lohengrin - WWV 75,Overture,NA,NA
Sutherland et al.,2009,10.1111/j.1749-6632.2009.04764.x,m00290,s00660,2,empirical,Rolf Løvland,Serenade to Spring,NA,NA,NA
Hunter & Schellenberg,2010,10.1007/978-1-4419-6114-3_5,m00291,s00594,4,discussion,Pink Floyd,The Post War Dream,NA,NA,NA
Hunter & Schellenberg,2010,10.1007/978-1-4419-6114-3_5,m00292,s00812,12,discussion,Wolfgang Amadeus Mozart,Requiem in D minor - K. 626,Tuba mirum,NA,NA
Hunter & Schellenberg,2010,10.1007/978-1-4419-6114-3_5,m00293,s00015,5,discussion,Air Supply,Making Love Out of Nothing at All,NA,NA,NA
Huron & Margulis,2010,10.1093/acprof:oso/9780199230143.003.0021,m00294,s00592,3,discussion,Pink Floyd,The Final Cut,NA,NA,"Mistaken for ""The Post War Dream""?"
Huron & Margulis,2010,10.1093/acprof:oso/9780199230143.003.0021,m00295,s00057,3,discussion,Arnold Schoenberg,Verklärte Nacht - Op. 4,Mm. 225–230,M. 229,NA
Balteș et al.,2011,10.1016/j.bandc.2011.01.012,m00296,s00286,1,empirical,Giacomo Puccini,Tosca,Act 2 (11:00–22:31; 23:36–31:35),NA,NA
Benedek & Kaernbach,2011,10.1016/j.biopsycho.2010.12.012,m00297,s00358,4,empirical,James Horner,My Heart Will Go On,Truncated after 3 min including a fade-out,NA,NA
Benedek & Kaernbach,2011,10.1016/j.biopsycho.2010.12.012,m00298,s00216,2,empirical,Enya,Only Time,Truncated after 3 min including a fade-out,NA,NA
Benedek & Kaernbach,2011,10.1016/j.biopsycho.2010.12.012,m00299,s00305,2,empirical,Hans Zimmer,He's a Pirate,NA,NA,NA
Benedek & Kaernbach,2011,10.1016/j.biopsycho.2010.12.012,m00300,s00382,4,report,Johann Pachelbel,Canon in D,Truncated after 3 min including a fade-out,NA,NA
Benedek & Kaernbach,2011,10.1016/j.biopsycho.2010.12.012,m00301,s00594,4,report,Pink Floyd,The Post War Dream,NA,NA,NA
Benedek & Kaernbach,2011,10.1016/j.biopsycho.2010.12.012,m00302,s00816,1,empirical,Xavier Naidoo,Dieser Weg,NA,NA,NA
Benedek & Kaernbach,2011,10.1016/j.biopsycho.2010.12.012,m00303,s00027,1,empirical,America,The Last Unicorn,NA,NA,NA
Benedek & Kaernbach,2011,10.1016/j.biopsycho.2010.12.012,m00304,s00030,1,report,Amy Winehouse,Back to Black,NA,NA,NA
Benedek & Kaernbach,2011,10.1016/j.biopsycho.2010.12.012,m00305,s00110,1,report,Bruce Springsteen,Streets of Philadelphia,NA,NA,NA
Benedek & Kaernbach,2011,10.1016/j.biopsycho.2010.12.012,m00306,s00135,1,report,Chris Isaak,Wicked Games,NA,NA,NA
Benedek & Kaernbach,2011,10.1016/j.biopsycho.2010.12.012,m00307,s00154,2,empirical,Coldplay,The Scientist,NA,NA,NA
Benedek & Kaernbach,2011,10.1016/j.biopsycho.2010.12.012,m00308,s00156,1,empirical,Counting Crows,Colorblind,NA,NA,NA
Benedek & Kaernbach,2011,10.1016/j.biopsycho.2010.12.012,m00309,s00737,1,empirical,The Cranberries,Zombie,NA,NA,NA
Benedek & Kaernbach,2011,10.1016/j.biopsycho.2010.12.012,m00310,s00161,1,report,Cyndi Lauper,Time After Time,NA,NA,NA
Benedek & Kaernbach,2011,10.1016/j.biopsycho.2010.12.012,m00311,s00812,12,empirical,Wolfgang Amadeus Mozart,Requiem in D minor - K. 626,Lacrimosa,NA,NA
Benedek & Kaernbach,2011,10.1016/j.biopsycho.2010.12.012,m00312,s00246,1,empirical,Foo Fighters,Best of You,NA,NA,NA
Benedek & Kaernbach,2011,10.1016/j.biopsycho.2010.12.012,m00313,s00218,2,empirical,Eric Clapton,Tears in Heaven,NA,NA,NA
Benedek & Kaernbach,2011,10.1016/j.biopsycho.2010.12.012,m00314,s00563,1,empirical,Oasis,Wonderwall,NA,NA,NA
Benedek & Kaernbach,2011,10.1016/j.biopsycho.2010.12.012,m00315,s00585,1,empirical,Phil Collins,Against All Odds,NA,NA,NA
Benedek & Kaernbach,2011,10.1016/j.biopsycho.2010.12.012,m00316,s00602,1,empirical,Prince,Purple Rain,NA,NA,NA
Benedek & Kaernbach,2011,10.1016/j.biopsycho.2010.12.012,m00317,s00456a,4,empirical,Leonard Cohen,Hallelujah,NA,NA,Interpreted by Rufus Wainwright
Benedek & Kaernbach,2011,10.1016/j.biopsycho.2010.12.012,m00318,s00670,2,empirical,Sarah McLachlan,Angel,NA,NA,NA
Benedek & Kaernbach,2011,10.1016/j.biopsycho.2010.12.012,m00319,s00697,2,empirical,Sinéad O'Connor,Nothing Compares 2 U,NA,NA,NA
Benedek & Kaernbach,2011,10.1016/j.biopsycho.2010.12.012,m00320,s00698,1,report,Skunk Anansie,Hedonism,NA,NA,NA
Benedek & Kaernbach,2011,10.1016/j.biopsycho.2010.12.012,m00321,s00713,2,empirical,Sting,Fields of Gold,NA,NA,NA
Benedek & Kaernbach,2011,10.1016/j.biopsycho.2010.12.012,m00322,s00757,1,empirical,The Verve,Bitter Sweet Symphony,Truncated after 3 min including a fade-out,NA,NA
Benedek & Kaernbach,2011,10.1016/j.biopsycho.2010.12.012,m00323,s00596,1,empirical,Plain White T's,Hey there Delilah,NA,NA,NA
Benedek & Kaernbach,2011,10.1016/j.biopsycho.2010.12.012,m00324,s00779,1,empirical,Tracy Chapman,Fast Car,NA,NA,NA
Benedek & Kaernbach,2011,10.1016/j.biopsycho.2010.12.012,m00325,s00491,1,empirical,Marc Cohn,Walking in Memphis,NA,NA,NA
Benedek & Kaernbach,2011,10.1016/j.biopsycho.2010.12.012,m00326,s00099,1,empirical,Bonnie Tyler,Total Eclipse of the Heart,Truncated after 3 min including a fade-out,NA,NA
Benedek & Kaernbach,2011,10.1016/j.biopsycho.2010.12.012,m00327,s00200,1,report,Don McLean,Vincent,NA,NA,NA
Benedek & Kaernbach,2011,10.1016/j.biopsycho.2010.12.012,m00328,s00317,1,empirical,Herbert Grönemeyer,Flugzeuge im Bauch,NA,NA,NA
Benedek & Kaernbach,2011,10.1016/j.biopsycho.2010.12.012,m00329,s00417,2,report,José González,Heartbeats,NA,NA,NA
Benedek & Kaernbach,2011,10.1016/j.biopsycho.2010.12.012,m00330,s00628,1,report,Ralph McTell,Streets of London,NA,NA,NA
Benedek & Kaernbach,2011,10.1016/j.biopsycho.2010.12.012,m00331,s00696,1,empirical,Simon and Garfunkel,The Sound of Silence,NA,NA,NA
Benedek & Kaernbach,2011,10.1016/j.biopsycho.2010.12.012,m00332,s00082,1,empirical,Bill Medley,(I've Had) The Time of My Life,NA,NA,NA
Benedek & Kaernbach,2011,10.1016/j.biopsycho.2010.12.012,m00333,s00812,12,report,Wolfgang Amadeus Mozart,Requiem in D minor - K. 626,Confutatis,NA,NA
Egermann et al.,2011,10.1177/1029864911399497,m00334,s00015,5,discussion,Air Supply,Making Love Out of Nothing at All,NA,NA,NA
Egermann et al.,2011,10.1177/1029864911399497,m00335,s00072,3,empirical,Bedřich Smetana,Vltava (The Moldau),NA,NA,NA
Egermann et al.,2011,10.1177/1029864911399497,m00336,s00470,4,empirical,Ludwig van Beethoven,Piano Concerto No. 5 in Eb major - Op. 73,Mvt. 3,NA,NA
Egermann et al.,2011,10.1177/1029864911399497,m00337,s00363,3,empirical,Jean Sibelius,Finlandia - Op. 26,NA,NA,NA
Egermann et al.,2011,10.1177/1029864911399497,m00338,s00017,3,empirical,Alan Silvestri,Forrest Gump Suite,NA,NA,NA
Egermann et al.,2011,10.1177/1029864911399497,m00339,s00812,12,empirical,Wolfgang Amadeus Mozart,Requiem in D minor - K. 626,Lacrimosa,NA,NA
Egermann et al.,2011,10.1177/1029864911399497,m00340,s00236,3,empirical,Felix Mendelssohn,The Hebrides Overture - Op. 26,NA,NA,NA
Egermann et al.,2011,10.1177/1029864911399497,m00341,s00208,4,empirical,Edward Elgar,Variations on an Original Theme - Op. 36 (Enigma Variations),Var. 9 (Nimrod),NA,NA
Egermann et al.,2011,10.1177/1029864911399497,m00342,s00310,3,empirical,Hans Zimmer and Klaus Badelt,The Medallion Calls,NA,NA,NA
Egermann et al.,2011,10.1177/1029864911399497,m00343,s00644,4,empirical,Richard Wagner,Lohengrin - WWV 75,Overture,NA,NA
Egermann et al.,2011,10.1177/1029864911399497,m00344,s00660,2,empirical,Rolf Løvland,Serenade to Spring,NA,NA,NA
Grewe et al.,2011,10.1177/0305735610362950,m00345,s00236,3,empirical,Felix Mendelssohn,The Hebrides Overture - Op. 26,NA,NA,NA
Grewe et al.,2011,10.1177/0305735610362950,m00346,s00470,4,empirical,Ludwig van Beethoven,Piano Concerto No. 5 in Eb major - Op. 73,Transition from Mvt. 2 to Mvt. 3,NA,NA
Grewe et al.,2011,10.1177/0305735610362950,m00347,s00395,1,empirical,Johannes Brahms,Double Concerto in A minor - Op. 102,Mvt. 1 (Allegro),NA,NA
Grewe et al.,2011,10.1177/0305735610362950,m00348,s00807,1,empirical,Wojciech Kilar,The Ninth Gate Soundtrack - Opening Titles,NA,NA,NA
Grewe et al.,2011,10.1177/0305735610362950,m00349,s00521,1,empirical,Miklós Rózsa,Attack!,NA,NA,NA
